id,produto,tipo_problema,impacto,nivel_urgencia,relato
15f00c9c-c31f-469f-b819-677e9129d273,renegociacao,evento,administrativo,1,"Pelo amor de Deus! desde ontem, percebi renegociação não aplicada na renegociação solicitada.. Vocês precisam resolver isso AGORA!"
1cc22c9c-04b4-4ff5-82bd-060454a78161,emprestimos,estado,tempo_real,3,"Infelizmente, meu empréstimo está gerando dificuldades devido a empréstimo não liberado.. Espero que resolvam dessa vez."
1e8c812a-4f14-4724-9dfe-c49669eb087e,emprestimos,acao_errada,financeiro,2,"Lamentavelmente, estou com dificuldades para lidar com o empréstimo por causa de parcelas divergentes.. Preciso de uma solução urgente."
3f5551d3-319f-4832-b729-bc585698fab6,cartoes,estado,administrativo,1,"NÃO AGUENTO MAIS! desde duas semanas atras, meu cartão apresenta limite incorreto e não tive retorno do banco.. Vou entrar com ação judicial se não resolverem!"
d935ffed-6ec5-42c8-b920-156c556a8854,cartoes,acao_errada,financeiro,2,NÃO AGUENTO MAIS! solicito a regularização do pagamento duplicado no cartão apresentado no cartão.. Vou entrar com ação judicial se não resolverem!
ca512a92-0ef6-4004-9287-07b1ccb77c0e,pagamentos,estado,tempo_real,3,"É frustrante, mas preciso de ajuda para resolver pagamento realizado e não compensado em um pagamento.. Não sei mais o que fazer."
edd49b94-bf51-44f4-a980-f0200b1835a3,cartoes,evento,financeiro,2,"Informo que ao tentar realizar uma compra, identifiquei compra não reconhecida no cartão.. Peço providências."
82945532-1eae-4de5-9b63-af6b395487ec,cartoes,acao_errada,tempo_real,3,"Novamente venho relatar que estou com um problema no meu cartão, pois ocorreu bloqueio indevido do cartão e não consigo utilizá-lo normalmente.. Já perdi a conta de quantas vezes entrei em contato."
3a4a1067-409a-4f2c-aa89-f80a2e4aebdf,cartoes,acao_errada,financeiro,2,"Estou decepcionado, pois estou aguardando solução para estorno não realizado relacionado ao cartão.. Já estou cansado dessa situação."
957923dd-4766-43ea-b722-5036367baa75,pagamentos,acao_errada,financeiro,2,"Meu pagamento não foi concluído corretamente devido a pagamento para destinatário errado.. Sinceramente, estou muito desapontado com o atendimento."
0f9a2b9a-c3d0-42bd-996c-0c3f1ba45503,emprestimos,evento,financeiro,2,NÃO AGUENTO MAIS! o empréstimo gerou transtornos devido a cobrança antes do vencimento.. Vou entrar com ação judicial se não resolverem! O sistema apresentou: tempo limite excedido ao consultar contrato.
9a348bf7-f5a8-479a-9337-923bad54f0c6,cartoes,evento,tempo_real,3,"Identifiquei cartão recusado ao tentar utilizar o cartão.. Sinceramente, estou muito desapontado com o atendimento."
7f3ea5ff-a955-41bf-b5c2-d567cb67a9d1,pagamentos,acao_errada,financeiro,2,"Estou insatisfeito com o pagamento, pois ocorreu erro no estorno do pagamento.. Solicito análise."
e9c3ce79-e968-4a32-a6dd-71f4d110a8b2,emprestimos,acao_errada,financeiro,2,Estou muito insatisfeito! meu empréstimo está gerando dificuldades devido a parcelas divergentes.. Quero uma resposta HOJE!
1f328c6b-c0d9-48fc-a167-d9485865b0aa,pagamentos,acao_errada,financeiro,2,Informo que o banco ainda não resolveu erro no estorno do pagamento em um pagamento.. Peço providências.
66ac564d-ced3-4593-b4b8-0be88b216119,cartoes,estado,administrativo,1,Estou enfrentando dificuldades com meu cartão devido a limite incorreto.. Solicito análise. O sistema apresentou: erro ao consultar limite disponível.
6673d212-2b4c-41b9-bfac-8bd8946c2095,cartoes,acao_errada,financeiro,2,"Infelizmente, identifiquei estorno não realizado ao tentar utilizar o cartão.. Espero que resolvam dessa vez."
7c52f4e8-cb14-4815-b8f1-704e707e1e71,cartoes,acao_errada,financeiro,2,Isso é inaceitável! preciso de ajuda para resolver estorno não realizado no cartão.. Estou perdendo minha paciência!
c3651aa1-8efb-4d9e-9b1d-d3e72a231924,renegociacao,evento,financeiro,2,"Informo que solicitei a renegociação, porém houve renegociação cancelada sem aviso.. Peço providências."
b048c2a7-a4d7-4725-a300-190f86e556e7,pagamentos,evento,tempo_real,3,"É UM ABSURDO! ao realizar um pagamento, identifiquei pagamento não processado.. VOU PROCURAR MEUS DIREITOS!"
93f12884-89e3-4c21-bfca-c046a81ce475,cartoes,evento,financeiro,2,"Mais uma vez, meu cartão apresentou lançamento não autorizado sem aviso prévio.. Isso está me causando muitos transtornos."
